Month,Airline,Port_Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Year,Month_num
Apr-85,Qantas Airways,Zimbabwe,549,5.926,0,631,10.698,0.261,1985,4
Apr-85,Royal Brunei Airlines,Brunei,248,0.128,0,218,3.171,0,1985,4
Apr-85,Singapore Airlines,Singapore,10906,690.39,0,15758,923.905,0,1985,4
Apr-85,South African Airways,Mauritius,204,11.246,0,218,0.795,0,1985,4
Apr-85,South African Airways,South Africa,1016,44.326,0,1016,24.734,0,1985,4
Apr-85,Thai Airways International,Singapore,0,0,0,614,37.754,0,1985,4
Apr-85,Thai Airways International,Thailand,3604,202.693,0,5666,257.691,0,1985,4
Apr-85,Union de Transports Aeriens,Bahrain,18,0,0,30,8.226,0,1985,4
Apr-85,Union de Transports Aeriens,France,219,1.037,0,606,60.293,0,1985,4
Apr-85,Union de Transports Aeriens,Indonesia,198,0.058,0,0,0,0,1985,4
Apr-85,Union de Transports Aeriens,New Caledonia,494,24.42,0,990,82.456,0,1985,4
Apr-85,Union de Transports Aeriens,Tahiti,347,35.913,0,334,10.135,0,1985,4
Apr-85,Yugoslav Airlines,United Arab Emirates,12,18.358,0,66,66.277,0,1985,4
Apr-85,Yugoslav Airlines,Yugoslavia,849,102.04,0,1855,4.454,0,1985,4
May-85,Air Caledonie,New Caledonia,202,0.241,0,93,3.436,0,1985,5
May-85,Air China,China,292,4.851,0,219,1.428,0,1985,5
May-85,Air India,India,792,45.879,0,1284,9.638,0,1985,5
May-85,Air India,Singapore,241,10.871,0,335,97.155,0,1985,5
May-85,Air Nauru,Nauru,148,0.416,0,147,21.846,0,1985,5
May-85,Air New Zealand,New Zealand,22589,1222.087,0.464,20166,661.422,0.166,1985,5
May-85,Air Niugini,Papua New Guinea,1397,21.903,0,1558,101.248,0,1985,5
May-85,Air Pacific,Fiji,4828,20.626,0,5027,174.165,0,1985,5
May-85,Air Pacific,Solomon Islands,507,1.959,0,511,11.117,0,1985,5
May-85,Air Pacific,Vanuatu,75,0.024,0,100,1.253,0,1985,5
May-85,Air Vanuatu,Vanuatu,586,0.158,0,417,1.675,0,1985,5
May-85,Alitalia,India,10,1.698,0,7,0.065,0,1985,5
May-85,Alitalia,Italy,937,91.328,0,2374,21.587,0,1985,5
May-85,Alitalia,Singapore,344,14.75,0,555,84.54,0,1985,5
May-85,Alitalia,Thailand,123,10.47,0,152,24.31,0,1985,5
May-85,British Airways,India,165,7.2,0,118,0.7,0,1985,5
May-85,British Airways,New Zealand,2053,49.3,0,2001,38.1,0,1985,5
May-85,British Airways,Oman,96,0.9,0,273,52.5,0,1985,5
May-85,British Airways,Singapore,2754,107.3,0,3616,322.1,0,1985,5
May-85,British Airways,UK,4729,337.4,0,7795,65.3,0,1985,5
May-85,British Airways,United Arab Emirates,205,0,0,269,97.9,0,1985,5
May-85,Canadian Airlines Intl,Canada,755,33.104,0,1258,59.343,0,1985,5
May-85,Canadian Airlines Intl,Fiji,711,0.597,0,790,103.438,0,1985,5
May-85,Canadian Airlines Intl,USA,663,42.327,0,618,14.002,0,1985,5
May-85,Cathay Pacific Airways,Hong Kong,10915,271.181,0,9856,713.816,0,1985,5
May-85,Continental Airlines,Fiji,448,14.287,0,781,57.02,0,1985,5
May-85,Continental Airlines,New Zealand,3042,122.335,0,2537,206.298,0,1985,5
May-85,Continental Airlines,USA,3207,235.476,0,3771,175.815,0,1985,5
May-85,Flying Tiger Line,USA,0,793.885,0,0,0,0,1985,5
May-85,Garuda Indonesia,Indonesia,6922,231.881,0,8431,279.448,0,1985,5
May-85,Japan Airlines,Japan,3765,162.859,0,4923,145.078,0,1985,5
May-85,KLM Royal Dutch Airlines,Netherlands,541,45.863,0,1194,3.312,0,1985,5
May-85,KLM Royal Dutch Airlines,Sri Lanka,313,1.565,0,332,4.12,0,1985,5
May-85,KLM Royal Dutch Airlines,United Arab Emirates,42,0.027,0,68,66.607,0,1985,5
May-85,Lufthansa German Airlines,Germany,665,375.123,0,1360,108.026,0,1985,5
May-85,Lufthansa German Airlines,Malaysia,112,4.376,0,167,125.38,0,1985,5
May-85,Lufthansa German Airlines,United Arab Emirates,11,0.405,0,13,152.351,0,1985,5
May-85,Malaysia Airlines,Malaysia,6196,384.403,2.286,8131,467.142,0.944,1985,5
May-85,Olympic Airways,Greece,1237,84.288,0,3273,2.947,0,1985,5
May-85,Olympic Airways,Singapore,107,0,0,186,0,0,1985,5
May-85,Pan American,New Zealand,2059,160.253,0,1507,183.433,0,1985,5
May-85,Pan American,USA,4328,88.149,0,4947,103.167,0,1985,5
May-85,Philippine Airlines,Philippines,3817,234.266,0,4150,149.695,0,1985,5
May-85,Polynesian Airlines,Western Samoa,17,0.015,0,349,3.545,0,1985,5
May-85,Qantas Airways,Bahrain,217,1.44,0.422,158,145.49,3.537,1985,5
May-85,Qantas Airways,Canada,348,8.661,0,558,5.314,2.375,1985,5
May-85,Qantas Airways,China,528,2.944,0.086,607,6.555,0.01,1985,5
May-85,Qantas Airways,Fiji,2385,9.799,0.145,2429,79.621,0.976,1985,5
May-85,Qantas Airways,Germany,769,327.435,5.101,1320,21.144,14.481,1985,5
May-85,Qantas Airways,Greece,859,23.137,2.776,1764,3.58,3.765,1985,5
May-85,Qantas Airways,Hong Kong,7713,190.401,2.691,5800,366.967,11.13,1985,5
May-85,Qantas Airways,India,327,11.531,0.201,290,4.226,2.247,1985,5
May-85,Qantas Airways,Indonesia,4838,93.744,0.461,5175,23.179,1.062,1985,5
May-85,Qantas Airways,Italy,1022,42.634,3.904,2221,3.815,3.947,1985,5
May-85,Qantas Airways,Japan,3139,329.682,24.352,4572,255.56,12.292,1985,5
May-85,Qantas Airways,Netherlands,262,34.746,0.035,389,2.746,6.043,1985,5
May-85,Qantas Airways,New Caledonia,477,0.474,0.139,350,25.352,0.296,1985,5
May-85,Qantas Airways,New Zealand,28200,1224.629,23.642,26471,543.928,76.279,1985,5
May-85,Qantas Airways,Papua New Guinea,2013,14.204,2.753,2063,89.075,20.351,1985,5
May-85,Qantas Airways,Philippines,1090,93.849,0.288,868,47.68,1.36,1985,5
May-85,Qantas Airways,Singapore,9596,158.194,10.042,10460,820.862,11.06,1985,5
May-85,Qantas Airways,Tahiti,1079,0.046,0.164,1494,88.248,1.469,1985,5
May-85,Qantas Airways,Thailand,1182,17.78,0.655,1078,26.076,1.809,1985,5
May-85,Qantas Airways,UK,5732,435.61,7.841,8379,82.572,52.585,1985,5
May-85,Qantas Airways,USA,11530,614.032,0.097,12585,386.874,50.475,1985,5
May-85,Qantas Airways,Vanuatu,684,1.101,0,612,9.212,0,1985,5
May-85,Qantas Airways,Yugoslavia,332,3.19,0.884,687,4.925,0.276,1985,5
May-85,Qantas Airways,Zimbabwe,534,7.404,0.406,668,9.681,0.229,1985,5
May-85,Royal Brunei Airlines,Brunei,220,0.567,0,206,11.308,0,1985,5
May-85,Singapore Airlines,Singapore,12516,734.261,0,15636,940.04,0,1985,5
May-85,South African Airways,Mauritius,298,9.351,0,242,0.955,0,1985,5
May-85,South African Airways,South Africa,1361,50.22,0,1169,30.31,0,1985,5
May-85,Thai Airways International,Singapore,0,0,0,689,56.879,0,1985,5
May-85,Thai Airways International,Thailand,4288,188.459,0,5722,188.196,0,1985,5
May-85,Union de Transports Aeriens,Bahrain,4,0,0,10,3.966,0,1985,5
May-85,Union de Transports Aeriens,France,262,1.383,0,513,66.379,0,1985,5
May-85,Union de Transports Aeriens,Indonesia,152,0.382,0,154,0,0,1985,5
May-85,Union de Transports Aeriens,New Caledonia,557,36.274,0,709,72.491,0,1985,5
May-85,Union de Transports Aeriens,Tahiti,361,29.974,0,540,6.55,0,1985,5
May-85,Yugoslav Airlines,United Arab Emirates,28,15.803,0,51,95.022,0,1985,5
May-85,Yugoslav Airlines,Yugoslavia,1053,119.811,0,2052,5.314,0,1985,5
Jun-85,Air Caledonie,New Caledonia,126,0.059,0,219,2.335,0,1985,6
Jun-85,Air China,China,271,6.279,0,144,3.837,0,1985,6
Jun-85,Air India,India,905,30.592,0,927,11.949,0,1985,6
Jun-85,Air India,Singapore,192,12.446,0,287,58.948,0,1985,6
Jun-85,Air Nauru,Nauru,100,0.88,0,78,16.101,0,1985,6
Jun-85,Air New Zealand,New Zealand,24619,1298.606,0.684,23193,768.796,0.255,1985,6
Jun-85,Air Niugini,Papua New Guinea,1277,19.956,0,1652,101.423,0,1985,6
Jun-85,Air Pacific,Fiji,4464,14.721,0,4392,115.097,0,1985,6
Jun-85,Air Pacific,Solomon Islands,346,1.134,0,467,11.034,0,1985,6
Jun-85,Air Pacific,Vanuatu,116,0.689,0,151,2.215,0,1985,6
Jun-85,Air Vanuatu,Vanuatu,790,1.803,0,603,2.104,0,1985,6
Jun-85,Alitalia,Italy,896,87.74,0,2781,31.474,0,1985,6
Jun-85,Alitalia,Singapore,926,20.726,0,510,104.295,0,1985,6
Jun-85,Alitalia,Thailand,118,8.745,0,138,8.967,0,1985,6
Jun-85,British Airways,India,128,9.3,0,100,0.5,0,1985,6
Jun-85,British Airways,New Zealand,2235,81.9,0,1916,38.8,0,1985,6
Jun-85,British Airways,Oman,91,9.2,0,317,51.6,0,1985,6
Jun-85,British Airways,Singapore,2818,89.8,0,3429,241.1,0,1985,6
Jun-85,British Airways,UK,5536,366.7,0,8159,90.2,0,1985,6
Jun-85,British Airways,United Arab Emirates,300,0,0,244,116.4,0,1985,6
Jun-85,Canadian Airlines Intl,Canada,778,37.296,0,1561,98.352,0,1985,6
Jun-85,Canadian Airlines Intl,Fiji,519,1.918,0,450,66.683,0,1985,6
Jun-85,Canadian Airlines Intl,USA,632,44.948,0,798,32.363,0,1985,6
Jun-85,Cathay Pacific Airways,Hong Kong,9761,256.305,0,7926,668.328,0,1985,6
Jun-85,Continental Airlines,Fiji,384,22.265,0,474,44.603,0,1985,6
Jun-85,Continental Airlines,New Zealand,2543,111.096,0,2037,162.837,0,1985,6
Jun-85,Continental Airlines,Singapore,0,0,0,142,7.028,0,1985,6
Jun-85,Continental Airlines,USA,3383,218.11,0,3997,208.848,0,1985,6
Jun-85,Flying Tiger Line,USA,0,689.597,0,0,0,0,1985,6
Jun-85,Garuda Indonesia,Indonesia,6237,288.389,0,7700,189.661,0,1985,6
Jun-85,Japan Airlines,Japan,4377,181.605,0,4388,303.253,0,1985,6
Jun-85,KLM Royal Dutch Airlines,Netherlands,607,36.965,0,923,9.56,0,1985,6
Jun-85,KLM Royal Dutch Airlines,Sri Lanka,260,1.14,0,199,6.183,0,1985,6
Jun-85,KLM Royal Dutch Airlines,United Arab Emirates,24,0.073,0,49,45.917,0,1985,6
Jun-85,Lufthansa German Airlines,Germany,1083,411.477,0,1652,131.348,0,1985,6
Jun-85,Lufthansa German Airlines,Malaysia,99,0.893,0,91,71.656,0,1985,6
Jun-85,Lufthansa German Airlines,United Arab Emirates,12,0.273,0,3,121.335,0,1985,6
Jun-85,Malaysia Airlines,Malaysia,4448,334.754,3.144,6100,402.604,0.887,1985,6
Jun-85,Olympic Airways,Greece,2095,97.83,0,3251,6.093,0,1985,6
Jun-85,Olympic Airways,Singapore,242,0,0,201,0,0,1985,6
Jun-85,Pan American,New Zealand,2133,83.645,0,1961,228.048,0,1985,6
Jun-85,Pan American,USA,4034,105.9,0,3604,121.939,0,1985,6
Jun-85,Philippine Airlines,Philippines,3782,246.629,0,3990,108.615,0,1985,6
Jun-85,Polynesian Airlines,Western Samoa,49,0.014,0,258,1.316,0,1985,6
Jun-85,Qantas Airways,Bahrain,191,1.498,0.429,111,111.326,2.802,1985,6
Jun-85,Qantas Airways,Canada,706,34.063,0,923,3.518,2.849,1985,6
Jun-85,Qantas Airways,China,348,8.379,0.149,522,4.547,0.005,1985,6
Jun-85,Qantas Airways,Cyprus,0,0,0,41,0,0,1985,6
Jun-85,Qantas Airways,Fiji,1982,7.275,0.115,1901,57.416,0.968,1985,6
Jun-85,Qantas Airways,Germany,795,306.433,6.282,881,26.962,12.682,1985,6
Jun-85,Qantas Airways,Greece,1067,28.747,2.521,2105,3.11,3.234,1985,6
Jun-85,Qantas Airways,Hong Kong,7416,213.833,1.504,4329,333.062,10.571,1985,6
Jun-85,Qantas Airways,India,283,6.556,1.173,252,2.645,1.789,1985,6
Jun-85,Qantas Airways,Indonesia,4809,70.166,0.49,4905,22.517,1.308,1985,6
Jun-85,Qantas Airways,Italy,1228,48.649,3.469,2658,10.317,3.042,1985,6
Jun-85,Qantas Airways,Japan,2463,349.86,28.677,3053,316.872,9.639,1985,6
Jun-85,Qantas Airways,Netherlands,349,53.589,0.054,336,1.044,5.718,1985,6
Jun-85,Qantas Airways,New Caledonia,398,3.539,0.343,364,36.028,0.474,1985,6
Jun-85,Qantas Airways,New Zealand,22563,956.435,24.053,23152,619.146,57.716,1985,6
Jun-85,Qantas Airways,Papua New Guinea,1922,18.055,3.393,2299,91.443,18.4,1985,6
Jun-85,Qantas Airways,Philippines,880,98.869,0.246,716,58.681,1.128,1985,6
Jun-85,Qantas Airways,Singapore,10011,212.552,8.297,9904,823.361,9.455,1985,6
Jun-85,Qantas Airways,Tahiti,830,0.733,0.165,868,103.154,1.164,1985,6
Jun-85,Qantas Airways,Thailand,1154,22.113,0.536,868,14.157,1.772,1985,6
Jun-85,Qantas Airways,UK,6638,454.405,6.319,8181,58.249,46.652,1985,6
Jun-85,Qantas Airways,USA,11933,620.731,2.95,11340,439.958,45.539,1985,6
Jun-85,Qantas Airways,Vanuatu,182,0.361,0,176,6.763,0,1985,6
Jun-85,Qantas Airways,Yugoslavia,400,2.664,0.498,948,1.346,0.231,1985,6
Jun-85,Qantas Airways,Zimbabwe,633,9.882,0.319,546,15.518,0.354,1985,6
Jun-85,Royal Brunei Airlines,Brunei,194,0.105,0,347,12.885,0,1985,6
Jun-85,Singapore Airlines,Singapore,11902,659.736,0,14197,890.459,0,1985,6
Jun-85,South African Airways,Mauritius,293,10.342,0,299,1.367,0,1985,6
Jun-85,South African Airways,South Africa,1087,31.888,0,1264,28.661,0,1985,6
Jun-85,Thai Airways International,Singapore,0,0,0,659,24.515,0,1985,6
Jun-85,Thai Airways International,Thailand,4616,254.421,0,5580,154.307,0,1985,6
Jun-85,Union de Transports Aeriens,Bahrain,21,0,0,6,4.688,0,1985,6
Jun-85,Union de Transports Aeriens,France,336,1.016,0,137,37.718,0,1985,6
Jun-85,Union de Transports Aeriens,Indonesia,215,0.075,0,78,5.564,0,1985,6
Jun-85,Union de Transports Aeriens,New Caledonia,472,36.656,0,761,73.916,0,1985,6
Jun-85,Union de Transports Aeriens,Tahiti,545,33.59,0,666,7.8,0,1985,6
Jun-85,Yugoslav Airlines,United Arab Emirates,24,10.256,0,23,67.324,0,1985,6
Jun-85,Yugoslav Airlines,Yugoslavia,1321,117.14,0,2222,5.448,0,1985,6
Jul-85,Air Caledonie,New Caledonia,183,0.025,0,114,4.577,0,1985,7
Jul-85,Air China,China,221,12.788,0,193,2.51,0,1985,7
Jul-85,Air India,India,874,47.542,0,1054,0,0,1985,7
Jul-85,Air India,Singapore,222,0.003,0,179,0,0,1985,7
Jul-85,Air Nauru,Nauru,105,0.333,0,84,18.579,0,1985,7
Jul-85,Air New Zealand,New Zealand,19573,1039.719,1.047,16324,664.795,0.169,1985,7
Jul-85,Air Niugini,Papua New Guinea,2630,13.534,0,2432,90.055,0,1985,7
Jul-85,Air Pacific,Fiji,5676,25.003,0,6359,108.15,0,1985,7
Jul-85,Air Pacific,Solomon Islands,542,1.998,0,512,12.409,0,1985,7
Jul-85,Air Pacific,Vanuatu,106,0.079,0,107,3.739,0,1985,7
Jul-85,Air Vanuatu,Vanuatu,317,0.24,0,327,1.721,0,1985,7
Jul-85,Alitalia,Italy,2045,77.17,0,3236,33.169,0,1985,7
Jul-85,Alitalia,Singapore,527,29.327,0,464,46.501,0,1985,7
Jul-85,Alitalia,Thailand,139,12.577,0,163,5.559,0,1985,7
Jul-85,British Airways,India,98,5,0,108,4.9,0,1985,7
Jul-85,British Airways,New Zealand,2400,62,0,1935,46.4,0,1985,7
Jul-85,British Airways,Oman,122,7.4,0,552,57.4,0,1985,7
Jul-85,British Airways,Singapore,3151,84.9,0,2842,292.3,0,1985,7
Jul-85,British Airways,UK,6630,379.4,0,8048,97.7,0,1985,7
Jul-85,British Airways,United Arab Emirates,284,0,0,298,102.1,0,1985,7
Jul-85,Canadian Airlines Intl,Canada,963,30.349,0,1383,66.108,0,1985,7
Jul-85,Canadian Airlines Intl,Fiji,353,0.544,0,406,50.633,0,1985,7
Jul-85,Canadian Airlines Intl,USA,740,25.233,0,535,12.515,0,1985,7
Jul-85,Cathay Pacific Airways,Hong Kong,9556,366.961,0,6218,692.539,0,1985,7
Jul-85,Continental Airlines,Fiji,216,9.302,0,454,32.185,0,1985,7
Jul-85,Continental Airlines,New Zealand,2738,135.488,0,2520,173.732,0,1985,7
Jul-85,Continental Airlines,USA,3104,165.415,0,2868,169.909,0,1985,7
Jul-85,Flying Tiger Line,USA,0,678.526,0,0,0,0,1985,7
Jul-85,Garuda Indonesia,Indonesia,7329,287.403,0,7824,238.439,0,1985,7
Jul-85,Japan Airlines,Japan,3226,136.019,0,2622,215.433,0,1985,7
Jul-85,KLM Royal Dutch Airlines,Netherlands,792,31.303,0,835,7.52,0,1985,7
Jul-85,KLM Royal Dutch Airlines,Sri Lanka,270,1.382,0,233,5.017,0,1985,7
Jul-85,KLM Royal Dutch Airlines,United Arab Emirates,27,0.163,0,43,31.293,0,1985,7
Jul-85,Lufthansa German Airlines,Germany,1210,549.945,0,1683,118.083,0,1985,7
Jul-85,Lufthansa German Airlines,Malaysia,80,2.252,0,73,28.869,0,1985,7
Jul-85,Lufthansa German Airlines,United Arab Emirates,16,0.225,0,2,163.611,0,1985,7
Jul-85,Malaysia Airlines,Malaysia,5648,445.171,2.221,5933,335.179,0.461,1985,7
Jul-85,Olympic Airways,Greece,2526,85.453,0,3435,4.359,0,1985,7
Jul-85,Olympic Airways,Singapore,220,0,0,100,0,0,1985,7
Jul-85,Pan American,New Zealand,3150,78.566,0,2795,229.264,0,1985,7
Jul-85,Pan American,USA,3435,158.785,0,3625,89.007,0,1985,7
Jul-85,Philippine Airlines,Philippines,4042,245.108,0,3753,80.579,0,1985,7
Jul-85,Polynesian Airlines,Vanuatu,0,0,0,0,1.505,0,1985,7
Jul-85,Polynesian Airlines,Western Samoa,87,0.002,0,218,1.322,0,1985,7
Jul-85,Qantas Airways,Bahrain,182,1.11,1.189,125,60.424,3.192,1985,7
Jul-85,Qantas Airways,Canada,831,12.478,0,860,6.239,2.142,1985,7
Jul-85,Qantas Airways,China,271,19.146,0.176,264,6.162,0.003,1985,7
Jul-85,Qantas Airways,Fiji,2701,7.222,0.1,2992,46.852,1.107,1985,7
Jul-85,Qantas Airways,Germany,1141,454.842,7.597,815,12.797,13.225,1985,7
Jul-85,Qantas Airways,Greece,1282,25.021,2.56,1549,1.677,4.587,1985,7
Jul-85,Qantas Airways,Hong Kong,7614,301.059,2.964,3443,382.897,11.593,1985,7
Jul-85,Qantas Airways,India,301,11.242,0.106,283,3.142,1.789,1985,7
Jul-85,Qantas Airways,Indonesia,4435,73.693,0.283,4659,16.478,0.921,1985,7
Jul-85,Qantas Airways,Italy,1562,45.278,3.359,2511,5.456,3.31,1985,7
Jul-85,Qantas Airways,Japan,3415,408.525,33.818,2960,425.666,9.859,1985,7
Jul-85,Qantas Airways,Netherlands,350,52.037,0.031,310,2.728,4.505,1985,7
Jul-85,Qantas Airways,New Caledonia,265,9.087,0.15,292,27.798,0.539,1985,7
Jul-85,Qantas Airways,New Zealand,24480,1107.563,29.393,24080,574.372,63.868,1985,7
Jul-85,Qantas Airways,Papua New Guinea,2056,18.814,2.58,1827,80.437,16.443,1985,7
Jul-85,Qantas Airways,Philippines,852,126.124,0.321,568,62.891,1.542,1985,7
Jul-85,Qantas Airways,Singapore,11329,227.362,11.895,8939,878.512,10.83,1985,7
Jul-85,Qantas Airways,Tahiti,1073,0.891,0.209,1044,86.323,1.355,1985,7
Jul-85,Qantas Airways,Thailand,1037,19.715,0.888,677,15.532,1.834,1985,7
Jul-85,Qantas Airways,UK,7569,437.521,6.555,7100,59.145,49.943,1985,7
Jul-85,Qantas Airways,USA,12710,515.076,0.177,11850,393.554,49.013,1985,7
Jul-85,Qantas Airways,Vanuatu,773,0.361,0.236,697,8.224,0.169,1985,7
Jul-85,Qantas Airways,Yugoslavia,600,5.308,0.876,1464,2.647,0.561,1985,7
Jul-85,Qantas Airways,Zimbabwe,663,15.156,0.141,581,8.88,0.386,1985,7
Jul-85,Royal Brunei Airlines,Brunei,327,0.26,0,198,21.388,0,1985,7
Jul-85,Singapore Airlines,Singapore,12955,693.213,0,12602,834.305,0,1985,7
Jul-85,South African Airways,Mauritius,226,14.178,0,185,1.057,0,1985,7
Jul-85,South African Airways,South Africa,937,27.557,0,1019,29.463,0,1985,7
Jul-85,Thai Airways International,Singapore,0,0,0,517,7.859,0,1985,7
Jul-85,Thai Airways International,Thailand,5525,223.823,0,5719,144.874,0,1985,7
Jul-85,Union de Transports Aeriens,Bahrain,10,0,0,36,3.002,0,1985,7
Jul-85,Union de Transports Aeriens,France,278,1.711,0,278,44.024,0,1985,7
Jul-85,Union de Transports Aeriens,Indonesia,232,0,0,89,3.421,0,1985,7
Jul-85,Union de Transports Aeriens,New Caledonia,399,31.826,0,678,100.493,0,1985,7
Jul-85,Union de Transports Aeriens,Tahiti,489,32.177,0,361,8.305,0,1985,7
Jul-85,Yugoslav Airlines,United Arab Emirates,33,13.865,0,22,27.277,0,1985,7
Jul-85,Yugoslav Airlines,Yugoslavia,1703,55.207,0,2113,6.81,0,1985,7
Aug-85,Air Caledonie,New Caledonia,278,0.751,0,300,3.248,0,1985,8
Aug-85,Air China,China,225,3.306,0,202,2.195,0,1985,8
Aug-85,Air India,India,1215,55.669,0,1255,1.013,0,1985,8
Aug-85,Air India,Singapore,203,0.109,0,316,28.559,0,1985,8
Aug-85,Air Nauru,Nauru,132,0.563,0,121,23.861,0,1985,8
Aug-85,Air New Zealand,New Zealand,18676,1076.321,0.99,19383,854.544,0.254,1985,8
Aug-85,Air Niugini,Papua New Guinea,2042,23.69,0,2220,99.347,0,1985,8
Aug-85,Air Pacific,Fiji,7495,8.715,0,7650,83.824,0,1985,8
Aug-85,Air Pacific,Solomon Islands,558,2.572,0,596,14.432,0,1985,8
Aug-85,Air Pacific,Vanuatu,111,0.058,0,143,2.968,0,1985,8
Aug-85,Air Vanuatu,Vanuatu,489,0.303,0,262,2.082,0,1985,8
Aug-85,Alitalia,Italy,2310,66.75,0,2462,45.333,0,1985,8
Aug-85,Alitalia,Singapore,529,27.308,0,440,48.898,0,1985,8
Aug-85,Alitalia,Thailand,131,13.951,0,233,3.292,0,1985,8
Aug-85,British Airways,India,124,5,0,99,0.9,0,1985,8
Aug-85,British Airways,New Zealand,1952,65.3,0,2412,69.6,0,1985,8
Aug-85,British Airways,Oman,99,1.2,0,615,73.1,0,1985,8
Aug-85,British Airways,Singapore,3690,103.8,0,3156,150.7,0,1985,8
Aug-85,British Airways,UK,6726,331.5,0,7988,94.6,0,1985,8
Aug-85,British Airways,United Arab Emirates,343,0.2,0,256,119.8,0,1985,8
Aug-85,Canadian Airlines Intl,Canada,1273,32.162,0,1163,53.074,0,1985,8
Aug-85,Canadian Airlines Intl,Fiji,636,7.043,0,808,79.81,0,1985,8
Aug-85,Canadian Airlines Intl,USA,981,38.999,0,625,10.635,0,1985,8
Aug-85,Cathay Pacific Airways,Hong Kong,9400,393.312,0,9563,644.824,0,1985,8
Aug-85,Continental Airlines,Fiji,772,23.777,0,794,63.957,0,1985,8
Aug-85,Continental Airlines,New Zealand,2705,142.705,0,2794,219.649,0,1985,8
Aug-85,Continental Airlines,USA,3597,203.82,0,4120,196.209,0,1985,8
Aug-85,Flying Tiger Line,USA,0,639.892,0,0,0,0,1985,8
Aug-85,Garuda Indonesia,Indonesia,7715,257.753,0,8326,172.296,0,1985,8
Aug-85,Japan Airlines,Japan,4417,181.902,0,4862,188.138,0,1985,8
Aug-85,KLM Royal Dutch Airlines,Netherlands,1229,38.095,0,1157,5.89,0,1985,8
Aug-85,KLM Royal Dutch Airlines,Sri Lanka,351,2.862,0,352,7.361,0,1985,8
Aug-85,KLM Royal Dutch Airlines,United Arab Emirates,22,0.18,0,86,48.737,0,1985,8
Aug-85,Lufthansa German Airlines,Germany,1564,389.032,0,1600,138.019,0,1985,8
Aug-85,Lufthansa German Airlines,Malaysia,106,1.196,0,162,71.725,0,1985,8
Aug-85,Lufthansa German Airlines,United Arab Emirates,7,0.862,0,11,163.475,0,1985,8
Aug-85,Malaysia Airlines,Malaysia,6167,326.876,2.101,6282,314.657,0.358,1985,8
Aug-85,Olympic Airways,Greece,2859,25.318,0,2647,2.357,0,1985,8
Aug-85,Olympic Airways,Singapore,274,0,0,97,0,0,1985,8
Aug-85,Pan American,New Zealand,2543,78.177,0,2248,280.618,0,1985,8
Aug-85,Pan American,USA,3957,149.97,0,4189,142.152,0,1985,8
Aug-85,Philippine Airlines,Philippines,4483,245.991,0,3938,77.017,0,1985,8
Aug-85,Polynesian Airlines,Vanuatu,0,0,0,0,2.317,0,1985,8
Aug-85,Polynesian Airlines,Western Samoa,62,0.09,0,367,3.562,0,1985,8
Aug-85,Qantas Airways,Bahrain,261,0.885,0.358,156,82.822,3.061,1985,8
Aug-85,Qantas Airways,Brunei,0,0,0,0,21.585,0,1985,8
Aug-85,Qantas Airways,Canada,920,19.236,0,830,8.746,3.204,1985,8
Aug-85,Qantas Airways,China,297,22.015,0.19,677,8.796,0.034,1985,8
Aug-85,Qantas Airways,Cyprus,0,0,0,88,0.009,0,1985,8
Aug-85,Qantas Airways,Fiji,3507,7.63,0.118,3578,34.557,1.263,1985,8
Aug-85,Qantas Airways,Germany,1190,277.962,6.015,1232,9.139,12.072,1985,8
Aug-85,Qantas Airways,Greece,1405,13.943,2.848,1507,1.268,3.543,1985,8
Aug-85,Qantas Airways,Hong Kong,7444,313.5,2.134,6188,326.284,12.331,1985,8
Aug-85,Qantas Airways,India,434,18.327,0.255,351,0.977,1.712,1985,8
Aug-85,Qantas Airways,Indonesia,4885,86.768,0.286,5448,10.719,1.058,1985,8
Aug-85,Qantas Airways,Italy,2201,35.863,2.85,2214,1.821,3.299,1985,8
Aug-85,Qantas Airways,Japan,3639,433.841,31.51,4711,242.698,9.676,1985,8
Aug-85,Qantas Airways,Netherlands,450,49.733,0.051,492,4.656,6.106,1985,8
Aug-85,Qantas Airways,New Caledonia,613,1.393,0.248,496,18.455,0.372,1985,8
Aug-85,Qantas Airways,New Zealand,25468,1133.165,25.683,28657,567.447,66.21,1985,8
Aug-85,Qantas Airways,Papua New Guinea,1960,12.184,3.046,2041,77.123,19.316,1985,8
Aug-85,Qantas Airways,Philippines,991,89.584,0.301,882,49.765,1.285,1985,8
Aug-85,Qantas Airways,Singapore,11297,217.04,10.613,10756,774.675,10.94,1985,8
Aug-85,Qantas Airways,Tahiti,1070,0.199,0.167,1228,35.701,1.022,1985,8
Aug-85,Qantas Airways,Thailand,994,13.985,1.194,1058,12.615,1.952,1985,8
Aug-85,Qantas Airways,UK,6340,401.21,8.022,8119,42.389,49.586,1985,8
Aug-85,Qantas Airways,USA,12193,532.014,0.132,13654,396.307,50.53,1985,8
Aug-85,Qantas Airways,Vanuatu,781,0.658,0,766,4.128,0,1985,8
Aug-85,Qantas Airways,Yugoslavia,909,4.025,0.784,485,1.241,0.313,1985,8
Aug-85,Qantas Airways,Zimbabwe,734,16.804,0.176,765,5.337,0.206,1985,8
Aug-85,Royal Brunei Airlines,Brunei,255,0.638,0,248,26.316,0,1985,8
